,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
14875,Veggy World,DS,2011,Shooter,Jack of All Games,0.02,0.0,0.0,0.0,0.02
14876,Gochuumon wa Usagi Desu ka?? Wonderful Party!,PSV,2016,Adventure,5pb,0.0,0.0,0.02,0.0,0.02
14877,"Shounen Onmyouji: Tsubasa Yoima, Ten e Kaere",PS2,2007,Adventure,Kadokawa Shoten,0.0,0.0,0.02,0.0,0.02
14878,So-Ra-No-Wo-To: Otome no Gojuusou,PSP,2010,Adventure,Compile Heart,0.0,0.0,0.02,0.0,0.02
14879,Kiss Bell,PSV,2014,Adventure,Giga,0.0,0.0,0.02,0.0,0.02
14880,The Fast and the Furious,PSP,2007,Racing,Deep Silver,0.02,0.0,0.0,0.0,0.02
14881,Bust-A-Move,3DO,1994,Puzzle,Micro Cabin,0.0,0.0,0.02,0.0,0.02
14882,Shinken de Watashi ni Koi Shinasai! R,PS3,2012,Action,Minato Station,0.0,0.0,0.02,0.0,0.02
14883,Guess the Logos,XB,2004,Puzzle,Sega,0.02,0.0,0.0,0.0,0.02
14884,Puzzle Guzzle,PSP,2007,Puzzle,DHM Interactive,0.02,0.0,0.0,0.0,0.02
14885,Road Trip: The Arcade Edition,GC,2002,Racing,Zoo Digital Publishing,0.02,0.0,0.0,0.0,0.02
14886,Quake 4,PC,2005,Shooter,Activision,0.0,0.02,0.0,0.0,0.02
14887,TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.7,PS3,2015,Misc,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02
14888,StormLover Karen!!,PSP,2011,Adventure,D3Publisher,0.0,0.0,0.02,0.0,0.02
14889,Tropico 4: Modern Times,PC,2012,Strategy,Kalypso Media,0.0,0.02,0.0,0.0,0.02
14890,Maximum Capacity: Hotel Giant,PC,2002,Strategy,JoWood Productions,0.0,0.02,0.0,0.0,0.02
14891,Ben 10 Omniverse 2,3DS,2013,Action,Namco Bandai Games,0.0,0.02,0.0,0.0,0.02
14892,Rule of Rose,PS2,2006,Action,505 Games,0.01,0.01,0.0,0.0,0.02
14893,DICE: DNA Integrated Cybernetic Enterprises,PS2,2005,Shooter,Namco Bandai Games,0.01,0.01,0.0,0.0,0.02
14894,Misshitsu no Sacrifice,PSP,2010,Adventure,D3Publisher,0.0,0.0,0.02,0.0,0.02
14895,Battlefield 1942: The WW II Anthology,PC,2004,Shooter,Electronic Arts,0.01,0.01,0.0,0.0,0.02
14896,Painkiller,PC,2004,Shooter,DreamCatcher Interactive,0.0,0.02,0.0,0.0,0.02
14897,Lara Croft and the Temple of Osiris,PC,2014,Action,Square Enix,0.0,0.02,0.0,0.0,0.02
14898,Final Fantasy XIV: Heavensward,PS3,2015,Action,Square Enix,0.01,0.0,0.01,0.0,0.02
14899,Carmageddon: Max Damage,XOne,2016,Action,Stainless Games,0.01,0.01,0.0,0.0,0.02
14900,Moujuutsukai to Oujisama,PS2,2010,Adventure,Idea Factory,0.0,0.0,0.02,0.0,0.02
14901,Prince of Stride,PSV,2015,Adventure,Kadokawa Games,0.0,0.0,0.02,0.0,0.02
14902,Dies Irae: Amantes Amentes,PSP,2012,Action,Views,0.0,0.0,0.02,0.0,0.02
14903,Polar Bowler,DS,2008,Sports,Mumbo Jumbo,0.02,0.0,0.0,0.0,0.02
14904,Shaberu! DS Oryouri Navi: Marugoto Teikoku Hotel: Saikouhou no Ryouri-chou ga Oshieru Katei Ryouri,DS,2007,Misc,Tecmo Koei,0.0,0.0,0.02,0.0,0.02
14905,The Settlers IV,PC,2001,Strategy,Blue Byte,0.0,0.02,0.0,0.0,0.02
14906,DoDonPachi Dai-Oujou: Black Label Extra,X360,2009,Shooter,5pb,0.0,0.0,0.02,0.0,0.02
14907,Wizardry Twin Pack,PS3,2011,Role-Playing,Acquire,0.0,0.0,0.02,0.0,0.02
14908,Disney Sports Football,GBA,2002,Sports,Unknown,0.01,0.01,0.0,0.0,0.02
14909,Street Fighter X Tekken,PC,2012,Fighting,Capcom,0.0,0.02,0.0,0.0,0.02
14910,Sacred Gold,PC,2005,Role-Playing,Encore,0.0,0.02,0.0,0.0,0.02
14911,Imagine: Sweet 16,DS,2010,Simulation,Ubisoft,0.02,0.0,0.0,0.0,0.02
14912,Super Bowling,N64,1999,Sports,Athena,0.02,0.0,0.0,0.0,0.02
14913,Kimi ni Todoke: Sodateru Omoi,DS,2009,Adventure,Banpresto,0.0,0.0,0.02,0.0,0.02
14914,Let's Pilates!,DS,2007,Misc,Konami Digital Entertainment,0.02,0.0,0.0,0.0,0.02
14915,Turbo: Super Stunt Squad,PS3,2013,Sports,D3Publisher,0.0,0.02,0.0,0.0,0.02
14916,NANA: Live Staff Daiboshuu! Shoshinsha Kangei,DS,2007,Action,Konami Digital Entertainment,0.0,0.0,0.02,0.0,0.02
14917,TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.4,PS3,2015,Action,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02
14918,The Crow: City of Angels,PS,1997,Action,Acclaim Entertainment,0.01,0.01,0.0,0.0,0.02
14919,Iron Soldier 3,PS,1999,Simulation,Telegames,0.01,0.01,0.0,0.0,0.02
14920,Spirits and Demons: 5 Game Pack,PC,2015,Misc,Focus Multimedia,0.0,0.02,0.0,0.0,0.02
14921,Dream C Club,PS3,2012,Simulation,D3Publisher,0.0,0.0,0.02,0.0,0.02
14922,Omega Quintet,PS4,2014,Role-Playing,Compile Heart,0.0,0.0,0.02,0.0,0.02
14923,Jewel Link: Galactic Quest,DS,2012,Action,Avanquest Software,0.0,0.02,0.0,0.0,0.02
14924,SimCity Societies,PC,2007,Simulation,Electronic Arts,0.0,0.02,0.0,0.0,0.02
14925,AMF Xtreme Bowling,PS2,2006,Sports,Mastertronic,0.01,0.01,0.0,0.0,0.02
14926,The Adventures of Lomax,PS,1996,Platform,Psygnosis,0.01,0.01,0.0,0.0,0.02
14927,Nisenochigiri,PSP,2010,Adventure,Idea Factory,0.0,0.0,0.02,0.0,0.02
14928,Vampire Mansion: Linda Hyde,DS,2011,Adventure,Unknown,0.0,0.02,0.0,0.0,0.02
14929,Let's Dance with Mel B,X360,2011,Sports,Black Bean Games,0.0,0.02,0.0,0.0,0.02
14930,Ceville,PC,2009,Action,Kalypso Media,0.0,0.02,0.0,0.0,0.02
14931,Jissen Pachinko Hisshouhou! CR Sakura Taisen,PS2,2007,Misc,Sega,0.0,0.0,0.02,0.0,0.02
14932,Planetarian: Chiisana Hoshi no Yume,PSP,2009,Adventure,Prototype,0.0,0.0,0.02,0.0,0.02
14933,Pirates PlundArrr,Wii,2010,Action,Majesco Entertainment,0.02,0.0,0.0,0.0,0.02
14934,Winning Post 7: Maximum 2007,PS2,2007,Sports,Tecmo Koei,0.0,0.0,0.02,0.0,0.02
14935,ParaWorld,PC,2006,Strategy,Deep Silver,0.0,0.02,0.0,0.0,0.02
14936,MX vs. ATV Supercross Encore,XOne,2015,Sports,Nordic Games,0.02,0.0,0.0,0.0,0.02
14937,Neverwinter Nights Diamond,PC,2004,Role-Playing,Atari,0.0,0.02,0.0,0.0,0.02
14938,Kao Challengers,PSP,2005,Platform,Atari,0.02,0.0,0.0,0.0,0.02
14939,Pebble Beach Golf Links,SAT,1994,Sports,Sega,0.0,0.0,0.02,0.0,0.02
14940,Just Cause,PS2,2006,Action,Eidos Interactive,0.01,0.01,0.0,0.0,0.02
14941,Hot 'n' Cold,DS,2009,Action,Majesco Entertainment,0.02,0.0,0.0,0.0,0.02
14942,Ookami to Koushinryou: Omiowataru Kaze,DS,2009,Adventure,ASCII Media Works,0.0,0.0,0.02,0.0,0.02
14943,Meiji Toukyou Renka: Twilight Kiss,PSP,2015,Action,Broccoli,0.0,0.0,0.02,0.0,0.02
14944,Antiphona no Seikahime: Tenshi no Gakufu Op.A,PSP,2009,Role-Playing,Nippon Ichi Software,0.0,0.0,0.02,0.0,0.02
14945,Elminage III: Ankoku no Shito to Yaiyou no Kyuuden,PSP,2011,Role-Playing,Starfish,0.0,0.0,0.02,0.0,0.02
14946,F1 2016 (Codemasters),PC,2016,Racing,Codemasters,0.0,0.02,0.0,0.0,0.02
14947,Worldwide Soccer Manager 2007,PC,2006,Sports,Sega,0.0,0.02,0.0,0.0,0.02
14948,Okashi na Shima no Peter Pan: Sweet Never Land,PSP,2011,Adventure,Quinrose,0.0,0.0,0.02,0.0,0.02
14949,Minna de Dokusho: Keatai Shousetsu Desu,PSP,2008,Misc,Dorart,0.0,0.0,0.02,0.0,0.02
14950,Puzzle Challenge: Crosswords and More!,PS2,2006,Puzzle,Crave Entertainment,0.01,0.01,0.0,0.0,0.02
14951,Senjou no Waltz,PSV,2014,Adventure,Idea Factory,0.0,0.0,0.02,0.0,0.02
14952,Puppet Show 3: Lost Town,PC,2011,Puzzle,Focus Home Interactive,0.0,0.02,0.0,0.0,0.02
14953,Ginga Fukei Densetsu: Sapphire,TG16,1995,Shooter,Hudson Soft,0.0,0.0,0.02,0.0,0.02
14954,Juusanshi Engi Engetsu Sangokuden 2,PSP,2014,Action,Idea Factory,0.0,0.0,0.02,0.0,0.02
14955,Elvandia Story,PS2,2007,Role-Playing,Spike,0.0,0.0,0.02,0.0,0.02
14956,Chevrolet Camaro: Wild Ride,DS,2010,Racing,Storm City Games,0.02,0.0,0.0,0.0,0.02
14957,My Hero: Doctor,DS,2009,Action,Majesco Entertainment,0.02,0.0,0.0,0.0,0.02
14958,Pro Evolution Soccer 2012,3DS,2011,Action,Konami Digital Entertainment,0.02,0.0,0.0,0.0,0.02
14959,Let's Yoga!,DS,2007,Misc,Konami Digital Entertainment,0.0,0.0,0.02,0.0,0.02
14960,Casper's Scare School: Spooky Sports Day,DS,2009,Sports,Blast! Entertainment Ltd,0.02,0.0,0.0,0.0,0.02
14961,"Warhammer 40,000: Dawn of War: Soulstorm",PC,2008,Strategy,THQ,0.0,0.02,0.0,0.0,0.02
14962,Backyard Baseball '09,PS2,2008,Sports,Atari,0.01,0.01,0.0,0.0,0.02
14963,Elkrone no Atelier: Dear for Otomate,PSP,2012,Action,Idea Factory,0.0,0.0,0.02,0.0,0.02
14964,Airport Simulator,PC,2011,Simulation,Unknown,0.0,0.02,0.0,0.0,0.02
14965,Viva Pinata,PC,2007,Simulation,Microsoft Game Studios,0.0,0.02,0.0,0.0,0.02
14966,So Blonde,PC,2008,Adventure,Eidos Interactive,0.0,0.02,0.0,0.0,0.02
14967,Bakumatsu Rock: Ultra Soul,PSV,2014,Misc,Marvelous Interactive,0.0,0.0,0.02,0.0,0.02
14968,Alfa Romeo Racing Italiano,PS2,2005,Racing,Black Bean Games,0.01,0.01,0.0,0.0,0.02
14969,Virtual Kasparov,GBA,2002,Strategy,Titus,0.01,0.01,0.0,0.0,0.02
14970,NHL 09,PC,2008,Sports,Electronic Arts,0.0,0.02,0.0,0.0,0.02
14971,The Legend of Heroes: Trails in the Sky Second Chapter,PS3,2013,Role-Playing,Falcom Corporation,0.0,0.0,0.02,0.0,0.02
14972,Pachi-Slot Higrashi no Naku Koro ni Matsuri,PS2,2010,Misc,Alchemist,0.0,0.0,0.02,0.0,0.02
14973,Luxor: The Wrath of Set,PSP,2006,Puzzle,Mumbo Jumbo,0.02,0.0,0.0,0.0,0.02
14974,Kung Fu Panda: Legendary Warriors,DS,2008,Action,Activision,0.02,0.0,0.0,0.0,0.02
14975,Hakuoki: Shinkai - Hana no Shou,PSV,2016,Adventure,Idea Factory,0.0,0.0,0.02,0.0,0.02
14976,Aegis of Earth: Protonovus Assault,PS3,2016,Action,PQube,0.01,0.01,0.0,0.0,0.02
14977,Sengoku Hime: Senran ni Mau Otometachi,PS2,2009,Adventure,Yeti,0.0,0.0,0.02,0.0,0.02
14978,My DoItAll,DS,2009,Misc,Tomy Corporation,0.02,0.0,0.0,0.0,0.02
14979,Graffiti Kingdom,PS2,2004,Role-Playing,505 Games,0.01,0.01,0.0,0.0,0.02
14980,Joker no Kuni no Alice: Wonderful Wonder World,PSP,2011,Adventure,Quinrose,0.0,0.0,0.02,0.0,0.02
14981,Tail of the Sun,PS,1996,Role-Playing,ArtDink,0.01,0.01,0.0,0.0,0.02
14982,Dunamis 15,PS3,2011,Adventure,5pb,0.0,0.0,0.02,0.0,0.02
14983,Gaku ? Ou: The Royal Seven Stars,PSP,2012,Role-Playing,Alchemist,0.0,0.0,0.02,0.0,0.02
14984,Hakuoki: Shinkai - Furi no Shou,PSV,2015,Action,Idea Factory,0.0,0.0,0.02,0.0,0.02
14985,Carnage Heart EXA,PSP,2010,Strategy,ArtDink,0.0,0.0,0.02,0.0,0.02
14986,Amagoushi no Yakata,PS2,2007,Adventure,Nippon Ichi Software,0.0,0.0,0.02,0.0,0.02
14987,HatsuKare * Renai Debut Sengen!,PSP,2013,Adventure,FuRyu,0.0,0.0,0.02,0.0,0.02
14988,The Legend of Heroes: Trails in the Sky Third Chapter,PSV,2016,Role-Playing,Nihon Falcom Corporation,0.0,0.0,0.02,0.0,0.02
14989,Totally Spies! 2: Undercover,DS,2006,Action,Atari,0.01,0.01,0.0,0.0,0.02
14990,Tsuyo Kiss 2 Portable,PSP,2010,Adventure,NetRevo,0.0,0.0,0.02,0.0,0.02
14991,Natalie Brooks: Mystery at Hillcrest High,DS,2012,Action,Licensed 4U,0.0,0.02,0.0,0.0,0.02
14992,Hogs of War,PS,2000,Strategy,Infogrames,0.01,0.01,0.0,0.0,0.02
14993,Puzzle City,DS,2009,Puzzle,Destineer,0.02,0.0,0.0,0.0,0.02
14994,Wild West Shootout,Wii,2010,Shooter,Unknown,0.01,0.01,0.0,0.0,0.02
14995,Memories Off: Sorekara Again,PS2,2006,Adventure,KID,0.0,0.0,0.02,0.0,0.02
14996,Nobunaga no Yabou: Soutensoku with Power-Up Kit,PSP,2011,Strategy,Tecmo Koei,0.0,0.0,0.02,0.0,0.02
14997,IL-2 Sturmovik: Forgotten Battles,PC,2003,Simulation,Ubisoft,0.0,0.02,0.0,0.0,0.02
14998,Ten Pin Alley 2,Wii,2008,Sports,XS Games,0.02,0.0,0.0,0.0,0.02
14999,Earth Defense Force 2017 (old JP sales),X360,2006,Shooter,D3Publisher,0.0,0.0,0.02,0.0,0.02
15000,Combat Flight Simulator 3: Battle for Europe,PC,2002,Simulation,Microsoft Game Studios,0.01,0.01,0.0,0.0,0.02
15001,"Sharin no Kuni, Himawari no Shoujo",X360,2010,Adventure,5pb,0.0,0.0,0.02,0.0,0.02
15002,Bejeweled 2 Deluxe,PC,2006,Puzzle,Focus Home Interactive,0.0,0.02,0.0,0.0,0.02
15003,Choro Q,PS2,2003,Racing,Zoo Digital Publishing,0.01,0.01,0.0,0.0,0.02
15004,Yamasa Digi World SP: Moeyo! Kung Fu Shukujo,PS2,2006,Misc,Yamasa Entertainment,0.0,0.0,0.02,0.0,0.02
15005,The Lord of the Rings Online: Mines of Moria,PC,2008,Role-Playing,Codemasters Online,0.0,0.02,0.0,0.0,0.02
15006,Nodame Cantabile: Tanoshii Ongaku no Jikan Desu,DS,2010,Misc,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02
15007,TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.8,PS3,2016,Misc,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02
15008,Marvel Avengers: Battle for Earth,X360,2012,Action,Ubisoft,0.02,0.0,0.0,0.0,0.02
15009,The King of Fighters NeoWave,XB,2006,Fighting,SNK Playmore,0.02,0.0,0.0,0.0,0.02
15010,Gadget Racers (PAL),PS2,2002,Racing,Zoo Digital Publishing,0.0,0.0,0.02,0.0,0.02
15011,BeatMania IIDX 11: IIDX Red,PS2,2006,Simulation,Konami Digital Entertainment,0.0,0.0,0.02,0.0,0.02
15012,Teddy Together,3DS,2016,Simulation,Nintendo,0.0,0.02,0.0,0.0,0.02
15013,Nanotek Warrior,PS,1997,Shooter,Virgin Interactive,0.01,0.01,0.0,0.0,0.02
15014,Full House Kiss 2,PS2,2006,Adventure,Capcom,0.0,0.0,0.02,0.0,0.02
15015,Samurai & Dragons,PSV,2012,Action,Sega,0.0,0.0,0.02,0.0,0.02
15016,Scared Rider Xechs,PS2,2010,Adventure,RED Entertainment,0.0,0.0,0.02,0.0,0.02
15017,Winter Blast: 9 Snow & Ice Games,Wii,2010,Sports,Destineer,0.02,0.0,0.0,0.0,0.02
15018,Botanicula,PC,2012,Adventure,Daedalic Entertainment,0.0,0.02,0.0,0.0,0.02
15019,"Hanayaka Kana, Ware ga Ichizoku: Tasogare Polarstar",PSP,2013,Adventure,Idea Factory,0.0,0.0,0.02,0.0,0.02
15020,Heroes of the Pacific,PC,2005,Simulation,Codemasters,0.0,0.02,0.0,0.0,0.02
15021,Back to the Future: The Game,XOne,2015,Adventure,Telltale Games,0.0,0.02,0.0,0.0,0.02
15022,Vanark,PS,1999,Shooter,Jaleco,0.01,0.01,0.0,0.0,0.02
15023,Dream Chronicles,DS,2010,Adventure,Zoo Games,0.02,0.0,0.0,0.0,0.02
15024,Yuusha Shisu.,PSV,2016,Role-Playing,Nippon Ichi Software,0.0,0.0,0.02,0.0,0.02
15025,Densha de Go! Shinkansen EX: Sanyou Shinkansen-hen,Wii,2007,Simulation,Taito,0.0,0.0,0.02,0.0,0.02
15026,Enkaku Sousa: Sana e no 23 Hiai,PSP,2009,Adventure,Sony Computer Entertainment,0.0,0.0,0.02,0.0,0.02
15027,Vitamin Z Revolution,PSP,2010,Adventure,D3Publisher,0.0,0.0,0.02,0.0,0.02
15028,CID The Dummy,PSP,2009,Platform,Oxygen Interactive,0.02,0.0,0.0,0.0,0.02
15029,Umineko no Naku Koro ni: Majo to Suiri no Rinbukyoku,PS3,2010,Adventure,Alchemist,0.0,0.0,0.02,0.0,0.02
15030,Let's Play Ballerina,Wii,2010,Sports,Deep Silver,0.02,0.0,0.0,0.0,0.02
15031,Canada Hunt,Wii,2010,Sports,Virtual Play Games,0.02,0.0,0.0,0.0,0.02
15032,Violet no Atelier: Gramnad no Renkinjutsushi 2 - Gunjou no Omoide,PSP,2011,Role-Playing,Gust,0.0,0.0,0.02,0.0,0.02
15033,Storm Lover 2nd,PSP,2013,Misc,D3Publisher,0.0,0.0,0.02,0.0,0.02
15034,Summon Night Granthese: Horobi no Ken to Yakusoku no Kishi,PS2,2010,Role-Playing,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02
15035,Elminage Original: Majo to Megami to Kamigami no Yubiwa,PSP,2011,Role-Playing,Starfish,0.0,0.0,0.02,0.0,0.02
15036,Downtown Nekketsu Jidaigek,3DS,2015,Action,Arc System Works,0.0,0.0,0.02,0.0,0.02
15037,Hellgate: London,PC,2007,Role-Playing,Electronic Arts,0.0,0.02,0.0,0.0,0.02
15038,Left 4 Dead,PC,2008,Shooter,Electronic Arts,0.0,0.02,0.0,0.0,0.02
15039,The Settlers II 10th Anniversary,PC,2006,Action,Ubisoft,0.0,0.02,0.0,0.0,0.02
15040,Kawasaki Jet Ski,Wii,2008,Racing,Metro 3D,0.02,0.0,0.0,0.0,0.02
15041,War Gods,PS,1996,Fighting,GT Interactive,0.01,0.01,0.0,0.0,0.02
15042,Rose to Tasogare no Kojou,PSV,2016,Action,Nippon Ichi Software,0.0,0.0,0.02,0.0,0.02
15043,Natsuiro High School: Seishun Hakusho,PS3,2015,Action,D3Publisher,0.0,0.0,0.02,0.0,0.02
15044,Iridium Runners,PS2,2008,Racing,SouthPeak Games,0.01,0.01,0.0,0.0,0.02
15045,Otona no Renai Shousetsu: Harlequin Selection,DS,2010,Misc,Nintendo,0.0,0.0,0.02,0.0,0.02
15046,Tsuki ni Yori Sou Otome no Sahou: Hidamari no Hibi,PSV,2015,Adventure,dramatic create,0.0,0.0,0.02,0.0,0.02
15047,The Idolmaster: Gravure For You! Vol.7,PS3,2012,Action,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02
15048,Ghostbusters (2016),XOne,2016,Action,Activision,0.02,0.0,0.0,0.0,0.02
15049,Rock 'N' Roll Adventures,Wii,2007,Platform,Popcorn Arcade,0.02,0.0,0.0,0.0,0.02
15050,Otometeki Koi Kakumei * Love Revo! Portable,PSP,2010,Adventure,Idea Factory,0.0,0.0,0.02,0.0,0.02
15051,Hurry Up Hedgehog!,DS,2009,Racing,O-Games,0.02,0.0,0.0,0.0,0.02
15052,XGRA: Extreme G Racing Association,XB,2003,Racing,Acclaim Entertainment,0.02,0.0,0.0,0.0,0.02
15053,Net High,PSV,2015,Adventure,Marvelous Games,0.0,0.0,0.02,0.0,0.02
15054,Neverwinter Nights 2,PC,2006,Role-Playing,Atari,0.0,0.02,0.0,0.0,0.02
15055,Kung Fu Panda: Showdown of Legendary Legends,PS3,2015,Action,Little Orbit,0.0,0.02,0.0,0.0,0.02
15056,Akai Ito DS,DS,2008,Adventure,Alchemist,0.0,0.0,0.02,0.0,0.02
15057,Motto NUGA-CEL!,PSP,2010,Adventure,Idea Factory,0.0,0.0,0.02,0.0,0.02
15058,Shinseiki Evangelion: Battle Orchestra,PS2,2007,Fighting,Broccoli,0.0,0.0,0.02,0.0,0.02
15059,Balls of Fury,DS,2007,Sports,Zoo Digital Publishing,0.02,0.0,0.0,0.0,0.02
15060,Future Tactics: The Uprising,GC,2004,Strategy,JoWood Productions,0.02,0.0,0.0,0.0,0.02
15061,Gakken DS: Shin TOEIC Test Kanzen Kouryaku,DS,2007,Misc,Gakken,0.0,0.0,0.02,0.0,0.02
15062,X-Men Origins: Wolverine - Uncaged Edition,PC,2009,Action,Activision,0.02,0.0,0.0,0.0,0.02
15063,Winning Post 8 2015,PS3,2015,Action,Tecmo Koei,0.0,0.0,0.02,0.0,0.02
15064,Divinity: Original Sin,PC,2014,Role-Playing,Focus Home Interactive,0.0,0.02,0.0,0.0,0.02
15065,S.L.A.I.: Steel Lancer Arena International,PS2,2005,Simulation,Konami Digital Entertainment,0.01,0.01,0.0,0.0,0.02
15066,Gallop Racer Inbreed,PS2,2006,Sports,Tecmo Koei,0.0,0.0,0.02,0.0,0.02
15067,The Awakened Fate Ultimatum,PS3,2014,Role-Playing,Nippon Ichi Software,0.0,0.0,0.02,0.0,0.02
15068,Shonen Jump's Shaman King: Master of Spirits 2,GBA,2005,Role-Playing,Konami Digital Entertainment,0.01,0.01,0.0,0.0,0.02
15069,Rapala for Kinect,X360,2011,Sports,Activision,0.0,0.02,0.0,0.0,0.02
15070,Aria: The Origination ~Aoi Wakusei no El Cielo~,PS2,2008,Adventure,Alchemist,0.0,0.0,0.02,0.0,0.02
15071,Wakeboarding Unleashed Featuring Shaun Murray,GBA,2003,Sports,Aspyr,0.01,0.01,0.0,0.0,0.02
15072,Max Payne 2: The Fall of Max Payne,PC,2003,Shooter,Take-Two Interactive,0.0,0.02,0.0,0.0,0.02
15073,XGRA: Extreme G Racing Association,GC,2003,Racing,Acclaim Entertainment,0.02,0.0,0.0,0.0,0.02
15074,Littlest Pet Shop,PC,2008,Simulation,Electronic Arts,0.0,0.02,0.0,0.0,0.02
15075,Tennis no Oji-Sama: Card Hunter,PS2,2007,Strategy,Konami Digital Entertainment,0.0,0.0,0.02,0.0,0.02
15076,Saki: Achiga-Hen Portable,PSP,2013,Adventure,Alchemist,0.0,0.0,0.02,0.0,0.02
15077,Penguins of Madagascar,Wii,2014,Action,Namco Bandai Games,0.0,0.02,0.0,0.0,0.02
15078,Are You Alice?,PSP,2011,Adventure,Idea Factory,0.0,0.0,0.02,0.0,0.02
15079,Cross Treasures,DS,2009,Role-Playing,Square Enix,0.0,0.0,0.02,0.0,0.02
15080,Sengoku Otome: Legend Battle,PSV,2016,Action,Unknown,0.0,0.0,0.02,0.0,0.02
15081,Big Bass Fishing,PS,2002,Action,Take-Two Interactive,0.0,0.0,0.02,0.0,0.02
15082,Battle Spirits: Hero's Soul,PSP,2010,Role-Playing,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02
15083,The Crew: Wild Run,XOne,2015,Action,Ubisoft,0.0,0.02,0.0,0.0,0.02
15084,Jinsei Game DS,DS,2006,Misc,Atlus,0.0,0.0,0.02,0.0,0.02
15085,Cities XL 2011,PC,2010,Simulation,Focus Home Interactive,0.0,0.02,0.0,0.0,0.02
15086,Sega Ages 2500 Series Vol. 26: Dynamite Deka,PS2,2006,Action,Sega,0.0,0.0,0.02,0.0,0.02
15087,Elminage II DS Remix: Sousei no Megami to Unmai no Daichi,DS,2010,Role-Playing,Starfish,0.0,0.0,0.02,0.0,0.02
15088,Open Season,PS2,2006,Platform,Ubisoft,0.01,0.01,0.0,0.0,0.02
15089,Sniper Elite V2,WiiU,2013,Shooter,505 Games,0.0,0.02,0.0,0.0,0.02
15090,Mar Heaven: Karudea no Akuma,DS,2006,Role-Playing,Konami Digital Entertainment,0.0,0.0,0.02,0.0,0.02
15091,Mushihimesama,X360,2012,Action,Cave,0.0,0.0,0.02,0.0,0.02
15092,MeiQ no Chika Ni Shisu: A Maze to Eradicate Them All,PSV,2015,Role-Playing,Idea Factory,0.0,0.01,0.01,0.0,0.02
15093,Sarah: Keeper of the Unicorn,DS,2009,Adventure,DreamCatcher Interactive,0.02,0.0,0.0,0.0,0.02
15094,Hands On! Tangrams,DS,2009,Puzzle,Storm City Games,0.02,0.0,0.0,0.0,0.02
15095,Rocket League,PC,2016,Sports,505 Games,0.01,0.01,0.0,0.0,0.02
15096,Strike Witches: Shirogane no Tsubasa,X360,2010,Strategy,CyberFront,0.0,0.0,0.02,0.0,0.02
15097,Ro-Kyu-Bu! Lost Secret,PSP,2013,Adventure,Kadokawa Shoten,0.0,0.0,0.02,0.0,0.02
15098,Clock Zero: Shuuen no Ichibyou - ExTime,PSV,2015,Action,Idea Factory,0.0,0.0,0.02,0.0,0.02
15099,Muppets Party Cruise,GC,2003,Misc,TDK Mediactive,0.02,0.0,0.0,0.0,0.02
15100,428: Fuusa Sareta Shibuya de,PS3,2009,Adventure,Spike,0.0,0.0,0.02,0.0,0.02
15101,Fallout Trilogy,PC,2004,Role-Playing,Ubisoft,0.0,0.02,0.0,0.0,0.02
15102,Meitantei Evangelion,PS2,2007,Adventure,Broccoli,0.0,0.0,0.02,0.0,0.02
15103,Rozen Maiden: Duellwalzer,PS2,2006,Adventure,Taito,0.0,0.0,0.02,0.0,0.02
15104,Kimikare: New Semester,PSP,2012,Action,Idea Factory,0.0,0.0,0.02,0.0,0.02
15105,Azada,3DS,2012,Puzzle,Licensed 4U,0.0,0.02,0.0,0.0,0.02
15106,Hana to Otome ni Shukufuku o: Harekaze no Okurimono,PS2,2010,Adventure,Alchemist,0.0,0.0,0.02,0.0,0.02
15107,Koihime Enbu,PS4,2016,Fighting,Yeti,0.0,0.0,0.02,0.0,0.02
15108,Nobunaga's Ambition: Tenshouki with Power-Up Kit HD Version,PSV,2015,Strategy,Tecmo Koei,0.0,0.0,0.02,0.0,0.02
15109,Iron Phoenix,XB,2005,Fighting,Sega,0.02,0.0,0.0,0.0,0.02
15110,Moujuutsukai to Oujisama Portable,PSP,2011,Adventure,Idea Factory,0.0,0.0,0.02,0.0,0.02
15111,LEGO Pirates of the Caribbean: The Video Game,PC,2011,Action,Disney Interactive Studios,0.02,0.0,0.0,0.0,0.02
15112,Kenka Bancho Otome,PSV,2016,Action,Screenlife,0.0,0.0,0.02,0.0,0.02
15113,Katekyoo Hitman Reborn! Dream Hyper Battle! Wii,Wii,2008,Fighting,Marvelous Interactive,0.0,0.0,0.02,0.0,0.02
15114,Fist of the North Star: Ken's Rage 2,WiiU,2013,Fighting,Tecmo Koei,0.0,0.0,0.02,0.0,0.02
15115,Tokyo Mew Mew,PS,2002,Role-Playing,Takara,0.0,0.0,0.02,0.0,0.02
15116,Lovely x Cation 1 & 2,PSV,2015,Action,5pb,0.0,0.0,0.02,0.0,0.02
